R_i_min,beta_legs,model_confidence_threshold,TCS_i_h_threshold,suspicious_frame_score_threshold,TP_suspicious_MC,FP_suspicious_MC,FN_suspicious_MC,TP_suspicious_predictions,FP_suspicious_predictions,FN_suspicious_predictions
70.000, 1.000, 0.000, 700.000, 1.000, 0.000, 0.000, 81.000, 0.000, 0.000, 87.000
70.000, 1.000, 0.000, 700.000, 10.000, 0.000, 0.000, 81.000, 0.000, 0.000, 87.000
70.000, 1.000, 0.000, 700.000, 100.000, 0.000, 0.000, 81.000, 0.000, 0.000, 87.000
70.000, 1.000, 0.000, 700.000, 1000.000, 0.000, 0.000, 81.000, 0.000, 0.000, 87.000
70.000, 1.000, 0.000, 700.000, 2000.000, 0.000, 0.000, 81.000, 0.000, 0.000, 87.000
70.000, 1.000, 0.000, 700.000, 3000.000, 0.000, 0.000, 81.000, 0.000, 0.000, 87.000
70.000, 1.000, 0.000, 700.000, 4000.000, 0.000, 0.000, 81.000, 0.000, 0.000, 87.000
70.000, 1.000, 0.000, 700.000, 5000.000, 0.000, 0.000, 81.000, 0.000, 0.000, 87.000
70.000, 1.000, 0.000, 700.000, 6000.000, 0.000, 0.000, 81.000, 0.000, 0.000, 87.000
70.000, 1.000, 1.000, 700.000, 1.000, 22.000, 23.000, 59.000, 23.000, 22.000, 64.000
70.000, 1.000, 1.000, 700.000, 10.000, 22.000, 23.000, 59.000, 23.000, 22.000, 64.000
70.000, 1.000, 1.000, 700.000, 100.000, 22.000, 23.000, 59.000, 20.000, 20.000, 67.000
70.000, 1.000, 1.000, 700.000, 1000.000, 22.000, 23.000, 59.000, 8.000, 3.000, 79.000
70.000, 1.000, 1.000, 700.000, 2000.000, 22.000, 23.000, 59.000, 3.000, 1.000, 84.000
70.000, 1.000, 1.000, 700.000, 3000.000, 22.000, 23.000, 59.000, 1.000, 1.000, 86.000
70.000, 1.000, 1.000, 700.000, 4000.000, 22.000, 23.000, 59.000, 1.000, 1.000, 86.000
70.000, 1.000, 1.000, 700.000, 5000.000, 22.000, 23.000, 59.000, 1.000, 1.000, 86.000
70.000, 1.000, 1.000, 700.000, 6000.000, 22.000, 23.000, 59.000, 1.000, 1.000, 86.000
70.000, 1.000, 5.000, 700.000, 1.000, 62.000, 127.000, 19.000, 68.000, 121.000, 19.000
70.000, 1.000, 5.000, 700.000, 10.000, 62.000, 127.000, 19.000, 68.000, 121.000, 19.000
70.000, 1.000, 5.000, 700.000, 100.000, 62.000, 127.000, 19.000, 67.000, 117.000, 20.000
70.000, 1.000, 5.000, 700.000, 1000.000, 62.000, 127.000, 19.000, 63.000, 93.000, 24.000
70.000, 1.000, 5.000, 700.000, 2000.000, 62.000, 127.000, 19.000, 56.000, 75.000, 31.000
70.000, 1.000, 5.000, 700.000, 3000.000, 62.000, 127.000, 19.000, 53.000, 66.000, 34.000
70.000, 1.000, 5.000, 700.000, 4000.000, 62.000, 127.000, 19.000, 49.000, 59.000, 38.000
70.000, 1.000, 5.000, 700.000, 5000.000, 62.000, 127.000, 19.000, 40.000, 52.000, 47.000
70.000, 1.000, 5.000, 700.000, 6000.000, 62.000, 127.000, 19.000, 38.000, 50.000, 49.000
70.000, 1.000, 10.000, 700.000, 1.000, 63.000, 127.000, 19.000, 68.000, 122.000, 19.000
70.000, 1.000, 10.000, 700.000, 10.000, 63.000, 127.000, 19.000, 68.000, 122.000, 19.000
70.000, 1.000, 10.000, 700.000, 100.000, 63.000, 127.000, 19.000, 67.000, 119.000, 20.000
70.000, 1.000, 10.000, 700.000, 1000.000, 63.000, 127.000, 19.000, 66.000, 98.000, 21.000
70.000, 1.000, 10.000, 700.000, 2000.000, 63.000, 127.000, 19.000, 59.000, 79.000, 28.000
70.000, 1.000, 10.000, 700.000, 3000.000, 63.000, 127.000, 19.000, 57.000, 71.000, 30.000
70.000, 1.000, 10.000, 700.000, 4000.000, 63.000, 127.000, 19.000, 56.000, 65.000, 31.000
70.000, 1.000, 10.000, 700.000, 5000.000, 63.000, 127.000, 19.000, 50.000, 58.000, 37.000
70.000, 1.000, 10.000, 700.000, 6000.000, 63.000, 127.000, 19.000, 45.000, 56.000, 42.000
70.000, 1.000, 15.000, 700.000, 1.000, 63.000, 127.000, 19.000, 68.000, 122.000, 19.000
70.000, 1.000, 15.000, 700.000, 10.000, 63.000, 127.000, 19.000, 68.000, 122.000, 19.000
70.000, 1.000, 15.000, 700.000, 100.000, 63.000, 127.000, 19.000, 67.000, 119.000, 20.000
70.000, 1.000, 15.000, 700.000, 1000.000, 63.000, 127.000, 19.000, 66.000, 101.000, 21.000
70.000, 1.000, 15.000, 700.000, 2000.000, 63.000, 127.000, 19.000, 59.000, 80.000, 28.000
70.000, 1.000, 15.000, 700.000, 3000.000, 63.000, 127.000, 19.000, 58.000, 72.000, 29.000
70.000, 1.000, 15.000, 700.000, 4000.000, 63.000, 127.000, 19.000, 57.000, 66.000, 30.000
70.000, 1.000, 15.000, 700.000, 5000.000, 63.000, 127.000, 19.000, 53.000, 59.000, 34.000
70.000, 1.000, 15.000, 700.000, 6000.000, 63.000, 127.000, 19.000, 46.000, 57.000, 41.000
70.000, 1.000, 20.000, 700.000, 1.000, 64.000, 127.000, 18.000, 69.000, 122.000, 18.000
70.000, 1.000, 20.000, 700.000, 10.000, 64.000, 127.000, 18.000, 69.000, 122.000, 18.000
70.000, 1.000, 20.000, 700.000, 100.000, 64.000, 127.000, 18.000, 68.000, 119.000, 19.000
70.000, 1.000, 20.000, 700.000, 1000.000, 64.000, 127.000, 18.000, 66.000, 103.000, 21.000
70.000, 1.000, 20.000, 700.000, 2000.000, 64.000, 127.000, 18.000, 61.000, 80.000, 26.000
70.000, 1.000, 20.000, 700.000, 3000.000, 64.000, 127.000, 18.000, 59.000, 72.000, 28.000
70.000, 1.000, 20.000, 700.000, 4000.000, 64.000, 127.000, 18.000, 57.000, 66.000, 30.000
70.000, 1.000, 20.000, 700.000, 5000.000, 64.000, 127.000, 18.000, 54.000, 59.000, 33.000
70.000, 1.000, 20.000, 700.000, 6000.000, 64.000, 127.000, 18.000, 47.000, 58.000, 40.000
70.000, 1.000, 25.000, 700.000, 1.000, 64.000, 128.000, 18.000, 69.000, 123.000, 18.000
70.000, 1.000, 25.000, 700.000, 10.000, 64.000, 128.000, 18.000, 69.000, 123.000, 18.000
70.000, 1.000, 25.000, 700.000, 100.000, 64.000, 128.000, 18.000, 68.000, 120.000, 19.000
70.000, 1.000, 25.000, 700.000, 1000.000, 64.000, 128.000, 18.000, 66.000, 103.000, 21.000
70.000, 1.000, 25.000, 700.000, 2000.000, 64.000, 128.000, 18.000, 61.000, 80.000, 26.000
70.000, 1.000, 25.000, 700.000, 3000.000, 64.000, 128.000, 18.000, 59.000, 73.000, 28.000
70.000, 1.000, 25.000, 700.000, 4000.000, 64.000, 128.000, 18.000, 57.000, 68.000, 30.000
70.000, 1.000, 25.000, 700.000, 5000.000, 64.000, 128.000, 18.000, 54.000, 59.000, 33.000
70.000, 1.000, 25.000, 700.000, 6000.000, 64.000, 128.000, 18.000, 47.000, 58.000, 40.000
70.000, 1.000, 30.000, 700.000, 1.000, 64.000, 128.000, 18.000, 69.000, 123.000, 18.000
70.000, 1.000, 30.000, 700.000, 10.000, 64.000, 128.000, 18.000, 69.000, 123.000, 18.000
70.000, 1.000, 30.000, 700.000, 100.000, 64.000, 128.000, 18.000, 68.000, 120.000, 19.000
70.000, 1.000, 30.000, 700.000, 1000.000, 64.000, 128.000, 18.000, 66.000, 103.000, 21.000
70.000, 1.000, 30.000, 700.000, 2000.000, 64.000, 128.000, 18.000, 61.000, 81.000, 26.000
70.000, 1.000, 30.000, 700.000, 3000.000, 64.000, 128.000, 18.000, 59.000, 74.000, 28.000
70.000, 1.000, 30.000, 700.000, 4000.000, 64.000, 128.000, 18.000, 57.000, 68.000, 30.000
70.000, 1.000, 30.000, 700.000, 5000.000, 64.000, 128.000, 18.000, 54.000, 59.000, 33.000
70.000, 1.000, 30.000, 700.000, 6000.000, 64.000, 128.000, 18.000, 48.000, 58.000, 39.000
70.000, 1.000, 35.000, 700.000, 1.000, 64.000, 128.000, 18.000, 69.000, 123.000, 18.000
70.000, 1.000, 35.000, 700.000, 10.000, 64.000, 128.000, 18.000, 69.000, 123.000, 18.000
70.000, 1.000, 35.000, 700.000, 100.000, 64.000, 128.000, 18.000, 68.000, 120.000, 19.000
70.000, 1.000, 35.000, 700.000, 1000.000, 64.000, 128.000, 18.000, 66.000, 104.000, 21.000
70.000, 1.000, 35.000, 700.000, 2000.000, 64.000, 128.000, 18.000, 61.000, 81.000, 26.000
70.000, 1.000, 35.000, 700.000, 3000.000, 64.000, 128.000, 18.000, 59.000, 74.000, 28.000
70.000, 1.000, 35.000, 700.000, 4000.000, 64.000, 128.000, 18.000, 57.000, 69.000, 30.000
70.000, 1.000, 35.000, 700.000, 5000.000, 64.000, 128.000, 18.000, 54.000, 59.000, 33.000
70.000, 1.000, 35.000, 700.000, 6000.000, 64.000, 128.000, 18.000, 48.000, 58.000, 39.000
70.000, 1.000, 40.000, 700.000, 1.000, 64.000, 128.000, 18.000, 69.000, 123.000, 18.000
70.000, 1.000, 40.000, 700.000, 10.000, 64.000, 128.000, 18.000, 69.000, 123.000, 18.000
70.000, 1.000, 40.000, 700.000, 100.000, 64.000, 128.000, 18.000, 68.000, 120.000, 19.000
70.000, 1.000, 40.000, 700.000, 1000.000, 64.000, 128.000, 18.000, 66.000, 104.000, 21.000
70.000, 1.000, 40.000, 700.000, 2000.000, 64.000, 128.000, 18.000, 63.000, 82.000, 24.000
70.000, 1.000, 40.000, 700.000, 3000.000, 64.000, 128.000, 18.000, 59.000, 74.000, 28.000
70.000, 1.000, 40.000, 700.000, 4000.000, 64.000, 128.000, 18.000, 57.000, 69.000, 30.000
70.000, 1.000, 40.000, 700.000, 5000.000, 64.000, 128.000, 18.000, 54.000, 60.000, 33.000
70.000, 1.000, 40.000, 700.000, 6000.000, 64.000, 128.000, 18.000, 48.000, 59.000, 39.000
70.000, 1.000, 45.000, 700.000, 1.000, 66.000, 126.000, 18.000, 69.000, 123.000, 18.000
70.000, 1.000, 45.000, 700.000, 10.000, 66.000, 126.000, 18.000, 69.000, 123.000, 18.000
70.000, 1.000, 45.000, 700.000, 100.000, 66.000, 126.000, 18.000, 68.000, 120.000, 19.000
70.000, 1.000, 45.000, 700.000, 1000.000, 66.000, 126.000, 18.000, 66.000, 104.000, 21.000
70.000, 1.000, 45.000, 700.000, 2000.000, 66.000, 126.000, 18.000, 63.000, 82.000, 24.000
70.000, 1.000, 45.000, 700.000, 3000.000, 66.000, 126.000, 18.000, 59.000, 74.000, 28.000
70.000, 1.000, 45.000, 700.000, 4000.000, 66.000, 126.000, 18.000, 57.000, 69.000, 30.000
70.000, 1.000, 45.000, 700.000, 5000.000, 66.000, 126.000, 18.000, 54.000, 60.000, 33.000
70.000, 1.000, 45.000, 700.000, 6000.000, 66.000, 126.000, 18.000, 48.000, 59.000, 39.000
70.000, 1.000, 50.000, 700.000, 1.000, 66.000, 127.000, 18.000, 69.000, 124.000, 18.000
70.000, 1.000, 50.000, 700.000, 10.000, 66.000, 127.000, 18.000, 69.000, 124.000, 18.000
70.000, 1.000, 50.000, 700.000, 100.000, 66.000, 127.000, 18.000, 68.000, 121.000, 19.000
70.000, 1.000, 50.000, 700.000, 1000.000, 66.000, 127.000, 18.000, 66.000, 106.000, 21.000
70.000, 1.000, 50.000, 700.000, 2000.000, 66.000, 127.000, 18.000, 63.000, 83.000, 24.000
70.000, 1.000, 50.000, 700.000, 3000.000, 66.000, 127.000, 18.000, 59.000, 75.000, 28.000
70.000, 1.000, 50.000, 700.000, 4000.000, 66.000, 127.000, 18.000, 57.000, 71.000, 30.000
70.000, 1.000, 50.000, 700.000, 5000.000, 66.000, 127.000, 18.000, 54.000, 61.000, 33.000
70.000, 1.000, 50.000, 700.000, 6000.000, 66.000, 127.000, 18.000, 48.000, 59.000, 39.000
70.000, 1.000, 55.000, 700.000, 1.000, 66.000, 127.000, 18.000, 69.000, 124.000, 18.000
70.000, 1.000, 55.000, 700.000, 10.000, 66.000, 127.000, 18.000, 69.000, 124.000, 18.000
70.000, 1.000, 55.000, 700.000, 100.000, 66.000, 127.000, 18.000, 68.000, 121.000, 19.000
70.000, 1.000, 55.000, 700.000, 1000.000, 66.000, 127.000, 18.000, 66.000, 107.000, 21.000
70.000, 1.000, 55.000, 700.000, 2000.000, 66.000, 127.000, 18.000, 63.000, 83.000, 24.000
70.000, 1.000, 55.000, 700.000, 3000.000, 66.000, 127.000, 18.000, 59.000, 75.000, 28.000
70.000, 1.000, 55.000, 700.000, 4000.000, 66.000, 127.000, 18.000, 57.000, 71.000, 30.000
70.000, 1.000, 55.000, 700.000, 5000.000, 66.000, 127.000, 18.000, 54.000, 61.000, 33.000
70.000, 1.000, 55.000, 700.000, 6000.000, 66.000, 127.000, 18.000, 49.000, 59.000, 38.000
70.000, 1.000, 60.000, 700.000, 1.000, 66.000, 127.000, 18.000, 69.000, 124.000, 18.000
70.000, 1.000, 60.000, 700.000, 10.000, 66.000, 127.000, 18.000, 69.000, 124.000, 18.000
70.000, 1.000, 60.000, 700.000, 100.000, 66.000, 127.000, 18.000, 68.000, 121.000, 19.000
70.000, 1.000, 60.000, 700.000, 1000.000, 66.000, 127.000, 18.000, 66.000, 107.000, 21.000
70.000, 1.000, 60.000, 700.000, 2000.000, 66.000, 127.000, 18.000, 63.000, 85.000, 24.000
70.000, 1.000, 60.000, 700.000, 3000.000, 66.000, 127.000, 18.000, 59.000, 76.000, 28.000
70.000, 1.000, 60.000, 700.000, 4000.000, 66.000, 127.000, 18.000, 57.000, 73.000, 30.000
70.000, 1.000, 60.000, 700.000, 5000.000, 66.000, 127.000, 18.000, 54.000, 64.000, 33.000
70.000, 1.000, 60.000, 700.000, 6000.000, 66.000, 127.000, 18.000, 49.000, 60.000, 38.000
70.000, 1.000, 65.000, 700.000, 1.000, 66.000, 127.000, 18.000, 69.000, 124.000, 18.000
70.000, 1.000, 65.000, 700.000, 10.000, 66.000, 127.000, 18.000, 69.000, 124.000, 18.000
70.000, 1.000, 65.000, 700.000, 100.000, 66.000, 127.000, 18.000, 68.000, 121.000, 19.000
70.000, 1.000, 65.000, 700.000, 1000.000, 66.000, 127.000, 18.000, 66.000, 107.000, 21.000
70.000, 1.000, 65.000, 700.000, 2000.000, 66.000, 127.000, 18.000, 63.000, 85.000, 24.000
70.000, 1.000, 65.000, 700.000, 3000.000, 66.000, 127.000, 18.000, 59.000, 76.000, 28.000
70.000, 1.000, 65.000, 700.000, 4000.000, 66.000, 127.000, 18.000, 57.000, 73.000, 30.000
70.000, 1.000, 65.000, 700.000, 5000.000, 66.000, 127.000, 18.000, 54.000, 64.000, 33.000
70.000, 1.000, 65.000, 700.000, 6000.000, 66.000, 127.000, 18.000, 49.000, 60.000, 38.000
70.000, 1.000, 70.000, 700.000, 1.000, 66.000, 127.000, 18.000, 69.000, 124.000, 18.000
70.000, 1.000, 70.000, 700.000, 10.000, 66.000, 127.000, 18.000, 69.000, 124.000, 18.000
70.000, 1.000, 70.000, 700.000, 100.000, 66.000, 127.000, 18.000, 68.000, 121.000, 19.000
70.000, 1.000, 70.000, 700.000, 1000.000, 66.000, 127.000, 18.000, 66.000, 107.000, 21.000
70.000, 1.000, 70.000, 700.000, 2000.000, 66.000, 127.000, 18.000, 63.000, 85.000, 24.000
70.000, 1.000, 70.000, 700.000, 3000.000, 66.000, 127.000, 18.000, 59.000, 76.000, 28.000
70.000, 1.000, 70.000, 700.000, 4000.000, 66.000, 127.000, 18.000, 57.000, 73.000, 30.000
70.000, 1.000, 70.000, 700.000, 5000.000, 66.000, 127.000, 18.000, 54.000, 64.000, 33.000
70.000, 1.000, 70.000, 700.000, 6000.000, 66.000, 127.000, 18.000, 50.000, 60.000, 37.000
70.000, 1.000, 75.000, 700.000, 1.000, 66.000, 127.000, 18.000, 69.000, 124.000, 18.000
70.000, 1.000, 75.000, 700.000, 10.000, 66.000, 127.000, 18.000, 69.000, 124.000, 18.000
70.000, 1.000, 75.000, 700.000, 100.000, 66.000, 127.000, 18.000, 68.000, 121.000, 19.000
70.000, 1.000, 75.000, 700.000, 1000.000, 66.000, 127.000, 18.000, 66.000, 107.000, 21.000
70.000, 1.000, 75.000, 700.000, 2000.000, 66.000, 127.000, 18.000, 63.000, 85.000, 24.000
70.000, 1.000, 75.000, 700.000, 3000.000, 66.000, 127.000, 18.000, 59.000, 76.000, 28.000
70.000, 1.000, 75.000, 700.000, 4000.000, 66.000, 127.000, 18.000, 57.000, 73.000, 30.000
70.000, 1.000, 75.000, 700.000, 5000.000, 66.000, 127.000, 18.000, 54.000, 64.000, 33.000
70.000, 1.000, 75.000, 700.000, 6000.000, 66.000, 127.000, 18.000, 51.000, 60.000, 36.000
70.000, 1.000, 80.000, 700.000, 1.000, 66.000, 127.000, 18.000, 69.000, 124.000, 18.000
70.000, 1.000, 80.000, 700.000, 10.000, 66.000, 127.000, 18.000, 69.000, 124.000, 18.000
70.000, 1.000, 80.000, 700.000, 100.000, 66.000, 127.000, 18.000, 68.000, 121.000, 19.000
70.000, 1.000, 80.000, 700.000, 1000.000, 66.000, 127.000, 18.000, 66.000, 107.000, 21.000
70.000, 1.000, 80.000, 700.000, 2000.000, 66.000, 127.000, 18.000, 63.000, 85.000, 24.000
70.000, 1.000, 80.000, 700.000, 3000.000, 66.000, 127.000, 18.000, 60.000, 76.000, 27.000
70.000, 1.000, 80.000, 700.000, 4000.000, 66.000, 127.000, 18.000, 57.000, 73.000, 30.000
70.000, 1.000, 80.000, 700.000, 5000.000, 66.000, 127.000, 18.000, 55.000, 64.000, 32.000
70.000, 1.000, 80.000, 700.000, 6000.000, 66.000, 127.000, 18.000, 52.000, 60.000, 35.000
70.000, 1.000, 85.000, 700.000, 1.000, 67.000, 126.000, 18.000, 70.000, 123.000, 18.000
70.000, 1.000, 85.000, 700.000, 10.000, 67.000, 126.000, 18.000, 70.000, 123.000, 18.000
70.000, 1.000, 85.000, 700.000, 100.000, 67.000, 126.000, 18.000, 69.000, 120.000, 19.000
70.000, 1.000, 85.000, 700.000, 1000.000, 67.000, 126.000, 18.000, 67.000, 106.000, 21.000
70.000, 1.000, 85.000, 700.000, 2000.000, 67.000, 126.000, 18.000, 64.000, 84.000, 24.000
70.000, 1.000, 85.000, 700.000, 3000.000, 67.000, 126.000, 18.000, 61.000, 75.000, 27.000
70.000, 1.000, 85.000, 700.000, 4000.000, 67.000, 126.000, 18.000, 58.000, 72.000, 30.000
70.000, 1.000, 85.000, 700.000, 5000.000, 67.000, 126.000, 18.000, 56.000, 63.000, 32.000
70.000, 1.000, 85.000, 700.000, 6000.000, 67.000, 126.000, 18.000, 54.000, 59.000, 34.000
70.000, 1.000, 90.000, 700.000, 1.000, 69.000, 124.000, 18.000, 72.000, 121.000, 18.000
70.000, 1.000, 90.000, 700.000, 10.000, 69.000, 124.000, 18.000, 72.000, 121.000, 18.000
70.000, 1.000, 90.000, 700.000, 100.000, 69.000, 124.000, 18.000, 71.000, 118.000, 19.000
70.000, 1.000, 90.000, 700.000, 1000.000, 69.000, 124.000, 18.000, 69.000, 104.000, 21.000
70.000, 1.000, 90.000, 700.000, 2000.000, 69.000, 124.000, 18.000, 66.000, 83.000, 24.000
70.000, 1.000, 90.000, 700.000, 3000.000, 69.000, 124.000, 18.000, 63.000, 76.000, 27.000
70.000, 1.000, 90.000, 700.000, 4000.000, 69.000, 124.000, 18.000, 60.000, 72.000, 30.000
70.000, 1.000, 90.000, 700.000, 5000.000, 69.000, 124.000, 18.000, 58.000, 62.000, 32.000
70.000, 1.000, 90.000, 700.000, 6000.000, 69.000, 124.000, 18.000, 56.000, 57.000, 34.000
70.000, 1.000, 95.000, 700.000, 1.000, 72.000, 122.000, 18.000, 75.000, 119.000, 18.000
70.000, 1.000, 95.000, 700.000, 10.000, 72.000, 122.000, 18.000, 75.000, 119.000, 18.000
70.000, 1.000, 95.000, 700.000, 100.000, 72.000, 122.000, 18.000, 74.000, 116.000, 19.000
70.000, 1.000, 95.000, 700.000, 1000.000, 72.000, 122.000, 18.000, 72.000, 103.000, 21.000
70.000, 1.000, 95.000, 700.000, 2000.000, 72.000, 122.000, 18.000, 69.000, 85.000, 24.000
70.000, 1.000, 95.000, 700.000, 3000.000, 72.000, 122.000, 18.000, 66.000, 77.000, 27.000
70.000, 1.000, 95.000, 700.000, 4000.000, 72.000, 122.000, 18.000, 64.000, 72.000, 29.000
70.000, 1.000, 95.000, 700.000, 5000.000, 72.000, 122.000, 18.000, 61.000, 61.000, 32.000
70.000, 1.000, 95.000, 700.000, 6000.000, 72.000, 122.000, 18.000, 59.000, 56.000, 34.000
70.000, 1.000, 99.000, 1.000, 1.000, 102.000, 99.000, 17.000, 102.000, 99.000, 17.000
70.000, 1.000, 99.000, 1.000, 10.000, 102.000, 99.000, 17.000, 102.000, 99.000, 17.000
70.000, 1.000, 99.000, 1.000, 100.000, 102.000, 99.000, 17.000, 101.000, 96.000, 18.000
70.000, 1.000, 99.000, 1.000, 1000.000, 102.000, 99.000, 17.000, 99.000, 84.000, 20.000
70.000, 1.000, 99.000, 1.000, 2000.000, 102.000, 99.000, 17.000, 96.000, 69.000, 23.000
70.000, 1.000, 99.000, 1.000, 3000.000, 102.000, 99.000, 17.000, 94.000, 62.000, 25.000
70.000, 1.000, 99.000, 1.000, 4000.000, 102.000, 99.000, 17.000, 93.000, 59.000, 26.000
70.000, 1.000, 99.000, 1.000, 5000.000, 102.000, 99.000, 17.000, 90.000, 50.000, 29.000
70.000, 1.000, 99.000, 1.000, 6000.000, 102.000, 99.000, 17.000, 89.000, 45.000, 30.000
70.000, 1.000, 100.000, 1.000, 1.000, 243.000, 45.000, 0.000, 243.000, 45.000, 0.000
70.000, 1.000, 100.000, 1.000, 10.000, 243.000, 45.000, 0.000, 243.000, 45.000, 0.000
70.000, 1.000, 100.000, 1.000, 100.000, 243.000, 45.000, 0.000, 243.000, 45.000, 0.000
70.000, 1.000, 100.000, 1.000, 1000.000, 243.000, 45.000, 0.000, 243.000, 45.000, 0.000
70.000, 1.000, 100.000, 1.000, 2000.000, 243.000, 45.000, 0.000, 243.000, 45.000, 0.000
70.000, 1.000, 100.000, 1.000, 3000.000, 243.000, 45.000, 0.000, 243.000, 45.000, 0.000
70.000, 1.000, 100.000, 1.000, 4000.000, 243.000, 45.000, 0.000, 243.000, 45.000, 0.000
70.000, 1.000, 100.000, 1.000, 5000.000, 243.000, 45.000, 0.000, 243.000, 45.000, 0.000
70.000, 1.000, 100.000, 1.000, 6000.000, 243.000, 45.000, 0.000, 242.000, 45.000, 1.000
